image_id,category_id,score,bbox_xyxy,bbox_xywh,is_tp,matched_gt_index,best_same_iou,best_any_iou,best_any_class,error_type,file_name,predicted_class,best_any_class_name
642,0,0.5243819952011108,"[279.0819396972656, 412.9874572753906, 344.0690612792969, 574.67431640625]","[279.0819396972656, 412.9874572753906, 64.98712158203125, 161.68685913085938]",False,,0.0,0.4277938858859349,2,localization,Japan_010875.jpg,D00,D20
382,2,0.5242990255355835,"[115.54195404052734, 416.9816589355469, 290.7282409667969, 597.3677368164062]","[115.54195404052734, 416.9816589355469, 175.18628692626953, 180.38607788085938]",False,,0.3476961900633846,0.3476961900633846,2,localization,Japan_006125.jpg,D20,D20
134,2,0.523591160774231,"[26.311111450195312, 293.33477783203125, 410.6570129394531, 454.668701171875]","[26.311111450195312, 293.33477783203125, 384.3459014892578, 161.33392333984375]",False,,0.32960000073419465,0.32960000073419465,2,localization,Japan_002419.jpg,D20,D20
38,0,0.5234808325767517,"[309.82568359375, 355.0529479980469, 403.91485595703125, 476.3952331542969]","[309.82568359375, 355.0529479980469, 94.08917236328125, 121.34228515625]",False,,0.0,0.032737706736011424,1,background_or_unlabeled,Japan_000651.jpg,D00,D10
230,1,0.5233743786811829,"[416.43426513671875, 359.63653564453125, 581.7268676757812, 392.4169006347656]","[416.43426513671875, 359.63653564453125, 165.2926025390625, 32.780364990234375]",False,,0.0,0.13171126496807978,2,localization,Japan_003833.jpg,D10,D20
123,2,0.5232656002044678,"[331.3189697265625, 467.7510986328125, 441.4520568847656, 540.1176147460938]","[331.3189697265625, 467.7510986328125, 110.13308715820312, 72.36651611328125]",False,,0.20225979330157584,0.20225979330157584,2,localization,Japan_002229.jpg,D20,D20
280,2,0.5230652093887329,"[215.2436981201172, 460.95904541015625, 383.4254150390625, 599.2219848632812]","[215.2436981201172, 460.95904541015625, 168.1817169189453, 138.262939453125]",False,,0.462902068705216,0.462902068705216,2,localization,Japan_004454.jpg,D20,D20
449,3,0.5228071212768555,"[179.66455078125, 271.6373291015625, 370.1568908691406, 367.9902648925781]","[179.66455078125, 271.6373291015625, 190.49234008789062, 96.35293579101562]",False,,0.16540906188543356,0.16540906188543356,3,localization,Japan_007233.jpg,D40,D40
529,1,0.522483229637146,"[8.01059627532959, 398.136474609375, 193.3028564453125, 443.7252502441406]","[8.01059627532959, 398.136474609375, 185.2922601699829, 45.588775634765625]",False,,0.3594478394901988,0.3594478394901988,1,localization,Japan_008703.jpg,D10,D10
261,2,0.5215196013450623,"[220.25735473632812, 343.787109375, 282.4178771972656, 406.7781066894531]","[220.25735473632812, 343.787109375, 62.1605224609375, 62.990997314453125]",False,,0.0,0.0,2,background_or_unlabeled,Japan_004216.jpg,D20,D20
730,2,0.520851731300354,"[228.82315063476562, 473.2471008300781, 501.7492980957031, 598.9782104492188]","[228.82315063476562, 473.2471008300781, 272.9261474609375, 125.73110961914062]",False,,0.885279299099992,0.885279299099992,2,duplicate,Japan_012010.jpg,D20,D20
697,1,0.5206806659698486,"[13.090377807617188, 408.8615417480469, 186.23167419433594, 437.84234619140625]","[13.090377807617188, 408.8615417480469, 173.14129638671875, 28.980804443359375]",False,,0.44530122536484057,0.44530122536484057,1,localization,Japan_011605.jpg,D10,D10
162,0,0.5197117328643799,"[293.15020751953125, 400.3917236328125, 335.3424987792969, 486.6651611328125]","[293.15020751953125, 400.3917236328125, 42.192291259765625, 86.2734375]",False,,0.0,0.4183885602308747,1,localization,Japan_002864.jpg,D00,D10
266,0,0.5187932252883911,"[262.5934753417969, 328.42596435546875, 275.45513916015625, 360.8220520019531]","[262.5934753417969, 328.42596435546875, 12.861663818359375, 32.396087646484375]",False,,0.007696662901346084,0.007696662901346084,0,background_or_unlabeled,Japan_004268.jpg,D00,D00
293,0,0.5187573432922363,"[518.0595092773438, 406.8922119140625, 598.4490356445312, 453.95947265625]","[518.0595092773438, 406.8922119140625, 80.3895263671875, 47.0672607421875]",False,,0.0,0.0,2,background_or_unlabeled,Japan_004731.jpg,D00,D20
247,2,0.5187475681304932,"[207.17465209960938, 410.2603759765625, 418.7435607910156, 598.0936889648438]","[207.17465209960938, 410.2603759765625, 211.56890869140625, 187.83331298828125]",False,,0.4538395113757055,0.4538395113757055,2,localization,Japan_004079.jpg,D20,D20
483,3,0.5180730223655701,"[430.14727783203125, 540.5189208984375, 454.8958435058594, 558.3848266601562]","[430.14727783203125, 540.5189208984375, 24.748565673828125, 17.86590576171875]",False,,0.36344388562957125,0.36344388562957125,3,localization,Japan_007745.jpg,D40,D40
339,2,0.5179820656776428,"[177.27098083496094, 437.38067626953125, 347.8285217285156, 589.9409790039062]","[177.27098083496094, 437.38067626953125, 170.5575408935547, 152.560302734375]",False,,0.4332427393186095,0.4332427393186095,2,localization,Japan_005467.jpg,D20,D20
396,3,0.51747727394104,"[412.5806884765625, 507.0716857910156, 514.7216186523438, 536.3314819335938]","[412.5806884765625, 507.0716857910156, 102.14093017578125, 29.259796142578125]",False,,0.678456587309351,0.678456587309351,3,duplicate,Japan_006300.jpg,D40,D40
556,3,0.5170650482177734,"[524.7943115234375, 548.3064575195312, 598.3699340820312, 598.891845703125]","[524.7943115234375, 548.3064575195312, 73.57562255859375, 50.58538818359375]",False,,0.0,0.02771626871389028,2,background_or_unlabeled,Japan_009305.jpg,D40,D20
735,2,0.5154370665550232,"[302.665771484375, 348.38189697265625, 398.48419189453125, 427.86383056640625]","[302.665771484375, 348.38189697265625, 95.81842041015625, 79.48193359375]",False,,0.0,0.0,3,background_or_unlabeled,Japan_012133.jpg,D20,D40
639,0,0.5151028633117676,"[135.40574645996094, 282.513427734375, 165.05606079101562, 331.3128356933594]","[135.40574645996094, 282.513427734375, 29.650314331054688, 48.799407958984375]",False,,0.0,0.0,2,background_or_unlabeled,Japan_010844.jpg,D00,D20
694,2,0.5131400227546692,"[302.5599060058594, 429.4325256347656, 561.8828735351562, 597.458251953125]","[302.5599060058594, 429.4325256347656, 259.3229675292969, 168.02572631835938]",False,,0.3730756690252212,0.3730756690252212,2,localization,Japan_011580.jpg,D20,D20
608,1,0.512478768825531,"[137.35060119628906, 275.56610107421875, 346.0199890136719, 314.26861572265625]","[137.35060119628906, 275.56610107421875, 208.6693878173828, 38.7025146484375]",False,,0.0,0.0,1,background_or_unlabeled,Japan_010360.jpg,D10,D10
300,1,0.5120097994804382,"[151.29257202148438, 479.85369873046875, 348.040283203125, 515.444091796875]","[151.29257202148438, 479.85369873046875, 196.74771118164062, 35.59039306640625]",False,,0.0,0.0,3,background_or_unlabeled,Japan_004792.jpg,D10,D40
479,1,0.5117074251174927,"[156.6603240966797, 336.9128723144531, 262.10028076171875, 355.6607971191406]","[156.6603240966797, 336.9128723144531, 105.43995666503906, 18.7479248046875]",False,,0.0,0.0,1,background_or_unlabeled,Japan_007657.jpg,D10,D10
298,2,0.5115671753883362,"[88.77775573730469, 326.77459716796875, 398.180908203125, 583.4705810546875]","[88.77775573730469, 326.77459716796875, 309.4031524658203, 256.69598388671875]",False,,0.20387429819909833,0.20387429819909833,2,localization,Japan_004774.jpg,D20,D20
127,2,0.5113410949707031,"[255.60482788085938, 370.83056640625, 413.477294921875, 596.7906494140625]","[255.60482788085938, 370.83056640625, 157.87246704101562, 225.9600830078125]",False,,0.24001486936128413,0.24001486936128413,2,localization,Japan_002329.jpg,D20,D20
272,0,0.5112282037734985,"[365.8550720214844, 463.6191101074219, 436.03265380859375, 556.7487182617188]","[365.8550720214844, 463.6191101074219, 70.17758178710938, 93.12960815429688]",False,,0.0,0.564241620741571,2,class_confusion,Japan_004341.jpg,D00,D20
742,2,0.5111273527145386,"[0.6921529769897461, 335.21484375, 146.68785095214844, 495.3858947753906]","[0.6921529769897461, 335.21484375, 145.9956979751587, 160.17105102539062]",False,,0.0,0.6852237833720344,0,class_confusion,Japan_012247.jpg,D20,D00
517,2,0.5098568201065063,"[307.218505859375, 363.6334533691406, 548.240234375, 598.3159790039062]","[307.218505859375, 363.6334533691406, 241.021728515625, 234.68252563476562]",False,,0.3962506900586865,0.3962506900586865,2,localization,Japan_008404.jpg,D20,D20
706,2,0.5098459720611572,"[279.7403869628906, 118.11965942382812, 404.80743408203125, 234.677734375]","[279.7403869628906, 118.11965942382812, 125.06704711914062, 116.55807495117188]",False,,0.0,0.0,2,background_or_unlabeled,Japan_011717.jpg,D20,D20
32,2,0.5098170042037964,"[76.77777862548828, 387.2726135253906, 283.92132568359375, 595.0809936523438]","[76.77777862548828, 387.2726135253906, 207.14354705810547, 207.80838012695312]",False,,0.2243968257062908,0.2243968257062908,2,localization,Japan_000579.jpg,D20,D20
675,3,0.5097978711128235,"[482.1646423339844, 403.18994140625, 533.5548095703125, 424.2014465332031]","[482.1646423339844, 403.18994140625, 51.390167236328125, 21.011505126953125]",False,,0.0,0.0,2,background_or_unlabeled,Japan_011280.jpg,D40,D20
529,1,0.5096916556358337,"[112.47392272949219, 208.38243103027344, 330.3652038574219, 245.72142028808594]","[112.47392272949219, 208.38243103027344, 217.8912811279297, 37.3389892578125]",False,,0.2865100519613089,0.2865100519613089,1,localization,Japan_008703.jpg,D10,D10
391,3,0.5092738270759583,"[0.21225661039352417, 512.64453125, 26.284610748291016, 537.0496826171875]","[0.21225661039352417, 512.64453125, 26.07235413789749, 24.4051513671875]",False,,0.0,0.09984538410837333,2,background_or_unlabeled,Japan_006218.jpg,D40,D20
668,3,0.5090259909629822,"[326.8180847167969, 482.0130615234375, 368.3117980957031, 506.13507080078125]","[326.8180847167969, 482.0130615234375, 41.49371337890625, 24.12200927734375]",False,,0.35243371094275316,0.35243371094275316,3,localization,Japan_011202.jpg,D40,D40
725,2,0.5088465213775635,"[0.34275054931640625, 381.0599365234375, 292.3321838378906, 599.8302612304688]","[0.34275054931640625, 381.0599365234375, 291.9894332885742, 218.77032470703125]",False,,0.0,0.5530488646763566,3,class_confusion,Japan_011955.jpg,D20,D40
217,3,0.5086371302604675,"[558.9066162109375, 545.7904052734375, 599.8175659179688, 586.9487915039062]","[558.9066162109375, 545.7904052734375, 40.91094970703125, 41.15838623046875]",False,,0.0,0.0,2,background_or_unlabeled,Japan_003713.jpg,D40,D20
510,2,0.5081532597541809,"[320.3639831542969, 360.6611328125, 477.20489501953125, 599.879150390625]","[320.3639831542969, 360.6611328125, 156.84091186523438, 239.218017578125]",False,,0.7196054324357389,0.7196054324357389,2,duplicate,Japan_008289.jpg,D20,D20
135,2,0.5077991485595703,"[1.487213373184204, 435.765869140625, 175.659912109375, 504.7861328125]","[1.487213373184204, 435.765869140625, 174.1726987361908, 69.020263671875]",False,,0.47837272930608626,0.47837272930608626,2,localization,Japan_002421.jpg,D20,D20
179,2,0.5077691674232483,"[530.3280029296875, 316.18353271484375, 599.4366455078125, 387.4059753417969]","[530.3280029296875, 316.18353271484375, 69.108642578125, 71.22244262695312]",False,,0.0,0.0,1,background_or_unlabeled,Japan_003000.jpg,D20,D10
184,0,0.5077074766159058,"[248.51531982421875, 423.8278503417969, 305.55780029296875, 525.4649658203125]","[248.51531982421875, 423.8278503417969, 57.04248046875, 101.63711547851562]",False,,0.11331118893495769,0.11331118893495769,0,localization,Japan_003090.jpg,D00,D00
570,3,0.5076351165771484,"[526.15185546875, 346.6357727050781, 561.474609375, 368.86859130859375]","[526.15185546875, 346.6357727050781, 35.32275390625, 22.232818603515625]",False,,0.45985732017489517,0.45985732017489517,3,localization,Japan_009506.jpg,D40,D40
604,0,0.5076329112052917,"[350.1455078125, 484.79132080078125, 387.34552001953125, 537.9351806640625]","[350.1455078125, 484.79132080078125, 37.20001220703125, 53.14385986328125]",False,,0.0,0.0,0,background_or_unlabeled,Japan_010315.jpg,D00,D00
517,3,0.5069178342819214,"[180.34991455078125, 380.6697692871094, 241.44161987304688, 432.2694396972656]","[180.34991455078125, 380.6697692871094, 61.091705322265625, 51.59967041015625]",False,,0.09707161399189157,0.09707161399189157,3,background_or_unlabeled,Japan_008404.jpg,D40,D40
37,0,0.5068579912185669,"[511.2767333984375, 429.732666015625, 574.5189208984375, 481.1739807128906]","[511.2767333984375, 429.732666015625, 63.2421875, 51.441314697265625]",False,,0.3780715001707074,0.3780715001707074,0,localization,Japan_000649.jpg,D00,D00
744,0,0.5067915320396423,"[271.69586181640625, 447.25054931640625, 294.31304931640625, 502.46673583984375]","[271.69586181640625, 447.25054931640625, 22.6171875, 55.2161865234375]",False,,0.34728443927573943,0.34728443927573943,0,localization,Japan_012271.jpg,D00,D00
235,1,0.5061377882957458,"[42.309486389160156, 455.1188659667969, 457.14093017578125, 486.067138671875]","[42.309486389160156, 455.1188659667969, 414.8314437866211, 30.948272705078125]",False,,0.43459444725347607,0.43459444725347607,1,localization,Japan_003864.jpg,D10,D10
517,2,0.5057258605957031,"[51.20684051513672, 379.3756408691406, 257.6136474609375, 597.8775634765625]","[51.20684051513672, 379.3756408691406, 206.40680694580078, 218.50192260742188]",False,,0.41086128193078003,0.41086128193078003,2,localization,Japan_008404.jpg,D20,D20
690,0,0.5054768919944763,"[324.390869140625, 510.8863525390625, 356.37451171875, 574.6571044921875]","[324.390869140625, 510.8863525390625, 31.983642578125, 63.770751953125]",False,,0.0,0.007961193687487385,2,background_or_unlabeled,Japan_011536.jpg,D00,D20
691,0,0.5046613216400146,"[224.44735717773438, 432.3675842285156, 321.7828369140625, 521.3178100585938]","[224.44735717773438, 432.3675842285156, 97.33547973632812, 88.95022583007812]",False,,0.24594596098012092,0.2804086950113663,1,localization,Japan_011552.jpg,D00,D10
39,1,0.5028725862503052,"[367.3971862792969, 407.01458740234375, 517.6672973632812, 429.80487060546875]","[367.3971862792969, 407.01458740234375, 150.27011108398438, 22.790283203125]",False,,0.5121599117834585,0.5121599117834585,1,duplicate,Japan_000670.jpg,D10,D10
572,2,0.5025453567504883,"[237.9920196533203, 355.1028747558594, 344.1483459472656, 517.828125]","[237.9920196533203, 355.1028747558594, 106.15632629394531, 162.72525024414062]",False,,0.0,0.0,1,background_or_unlabeled,Japan_009526.jpg,D20,D10
434,1,0.5018485188484192,"[135.8223876953125, 364.89141845703125, 219.092529296875, 384.67584228515625]","[135.8223876953125, 364.89141845703125, 83.2701416015625, 19.784423828125]",False,,0.0,0.0,1,background_or_unlabeled,Japan_007056.jpg,D10,D10
97,0,0.5015252232551575,"[52.05173873901367, 402.0261535644531, 171.39501953125, 592.3925170898438]","[52.05173873901367, 402.0261535644531, 119.34328079223633, 190.36636352539062]",False,,0.0,0.8819654568940248,2,class_confusion,Japan_001772.jpg,D00,D20
724,1,0.5013963580131531,"[424.3979187011719, 386.1746520996094, 517.6785888671875, 412.47161865234375]","[424.3979187011719, 386.1746520996094, 93.28067016601562, 26.296966552734375]",False,,0.0,0.06058909799997682,2,background_or_unlabeled,Japan_011919.jpg,D10,D20
24,3,0.5010773539543152,"[298.149169921875, 414.95452880859375, 374.28228759765625, 459.2132873535156]","[298.149169921875, 414.95452880859375, 76.13311767578125, 44.258758544921875]",False,,0.0,0.08751642180885476,2,background_or_unlabeled,Japan_000404.jpg,D40,D20
378,2,0.5005849599838257,"[119.58564758300781, 379.1121826171875, 334.6900329589844, 595.7724609375]","[119.58564758300781, 379.1121826171875, 215.10438537597656, 216.6602783203125]",False,,0.4244978159844088,0.4244978159844088,2,localization,Japan_006100.jpg,D20,D20
221,2,0.5005772113800049,"[531.209228515625, 252.10879516601562, 599.1171875, 298.6200866699219]","[531.209228515625, 252.10879516601562, 67.907958984375, 46.51129150390625]",False,,0.0,0.0,2,background_or_unlabeled,Japan_003762.jpg,D20,D20
19,1,0.49998557567596436,"[56.19874572753906, 397.59857177734375, 126.17933654785156, 414.9722900390625]","[56.19874572753906, 397.59857177734375, 69.9805908203125, 17.37371826171875]",False,,0.24341045380548762,0.24341045380548762,1,localization,Japan_000297.jpg,D10,D10
161,0,0.49919092655181885,"[136.16555786132812, 201.9605712890625, 265.7409973144531, 477.3531188964844]","[136.16555786132812, 201.9605712890625, 129.575439453125, 275.3925476074219]",False,,0.4312843962431653,0.4312843962431653,0,localization,Japan_002856.jpg,D00,D00
529,0,0.4983777701854706,"[128.12899780273438, 104.25457000732422, 219.0753936767578, 223.81578063964844]","[128.12899780273438, 104.25457000732422, 90.94639587402344, 119.56121063232422]",False,,0.0,0.649080318367486,2,class_confusion,Japan_008703.jpg,D00,D20
263,2,0.4983169734477997,"[226.08729553222656, 346.7712097167969, 476.1329650878906, 460.0559997558594]","[226.08729553222656, 346.7712097167969, 250.04566955566406, 113.2847900390625]",False,,0.19243552116759752,0.19243552116759752,2,localization,Japan_004224.jpg,D20,D20
275,1,0.4981353282928467,"[0.2489537000656128, 544.2569580078125, 104.19683837890625, 588.69091796875]","[0.2489537000656128, 544.2569580078125, 103.94788467884064, 44.4339599609375]",False,,0.11246945004293013,0.11246945004293013,1,localization,Japan_004396.jpg,D10,D10
732,1,0.4981100857257843,"[295.60821533203125, 257.8129577636719, 436.1090087890625, 276.8896179199219]","[295.60821533203125, 257.8129577636719, 140.50079345703125, 19.07666015625]",False,,0.0,0.0,0,background_or_unlabeled,Japan_012028.jpg,D10,D00
247,2,0.4970204532146454,"[6.086915969848633, 434.97515869140625, 176.1204071044922, 595.2623901367188]","[6.086915969848633, 434.97515869140625, 170.03349113464355, 160.2872314453125]",False,,0.331081619446275,0.331081619446275,2,localization,Japan_004079.jpg,D20,D20
578,2,0.4965355098247528,"[295.0199279785156, 402.77752685546875, 453.0262451171875, 491.39605712890625]","[295.0199279785156, 402.77752685546875, 158.00631713867188, 88.6185302734375]",False,,0.38660924163494637,0.38660924163494637,2,localization,Japan_009698.jpg,D20,D20
436,2,0.49644652009010315,"[307.63397216796875, 348.3204650878906, 487.311767578125, 571.8919677734375]","[307.63397216796875, 348.3204650878906, 179.67779541015625, 223.57150268554688]",False,,0.15683382070462684,0.30411606855787404,0,localization,Japan_007066.jpg,D20,D00
304,3,0.4959104061126709,"[128.7408905029297, 539.0106201171875, 177.96742248535156, 584.9965209960938]","[128.7408905029297, 539.0106201171875, 49.226531982421875, 45.98590087890625]",False,,0.0,0.0,3,background_or_unlabeled,Japan_004864.jpg,D40,D40
607,1,0.4947686195373535,"[15.532082557678223, 386.01629638671875, 113.65885925292969, 404.8002014160156]","[15.532082557678223, 386.01629638671875, 98.12677669525146, 18.783905029296875]",False,,0.2407592394096668,0.2407592394096668,1,localization,Japan_010341.jpg,D10,D10
636,3,0.49426132440567017,"[369.1396484375, 453.0468444824219, 423.09661865234375, 476.946533203125]","[369.1396484375, 453.0468444824219, 53.95697021484375, 23.899688720703125]",False,,0.0,0.029457633534912424,2,background_or_unlabeled,Japan_010807.jpg,D40,D20
518,3,0.49363407492637634,"[478.06781005859375, 165.88388061523438, 587.1744995117188, 249.58804321289062]","[478.06781005859375, 165.88388061523438, 109.106689453125, 83.70416259765625]",False,,0.12233781956839013,0.12233781956839013,3,localization,Japan_008410.jpg,D40,D40
278,2,0.49227944016456604,"[437.8414611816406, 434.8032531738281, 598.2183227539062, 587.7841186523438]","[437.8414611816406, 434.8032531738281, 160.37686157226562, 152.98086547851562]",False,,0.0,0.17059199302873346,1,localization,Japan_004437.jpg,D20,D10
149,0,0.4922346770763397,"[319.8004150390625, 401.4822692871094, 364.7908630371094, 494.53631591796875]","[319.8004150390625, 401.4822692871094, 44.990447998046875, 93.05404663085938]",False,,0.36490396983818596,0.36490396983818596,0,localization,Japan_002685.jpg,D00,D00
731,2,0.4908024072647095,"[0.04520416259765625, 388.41241455078125, 87.9522705078125, 463.56304931640625]","[0.04520416259765625, 388.41241455078125, 87.90706634521484, 75.150634765625]",False,,0.0,0.0,1,background_or_unlabeled,Japan_012023.jpg,D20,D10
347,1,0.4906456470489502,"[208.514892578125, 363.8018493652344, 366.2984924316406, 387.217041015625]","[208.514892578125, 363.8018493652344, 157.78359985351562, 23.415191650390625]",False,,0.0,0.0,0,background_or_unlabeled,Japan_005587.jpg,D10,D00
652,0,0.49056676030158997,"[173.55526733398438, 409.3306884765625, 206.96192932128906, 466.3368835449219]","[173.55526733398438, 409.3306884765625, 33.40666198730469, 57.006195068359375]",False,,0.0,0.0,1,background_or_unlabeled,Japan_011026.jpg,D00,D10
546,2,0.49046629667282104,"[165.37327575683594, 421.5516357421875, 248.95570373535156, 531.6702880859375]","[165.37327575683594, 421.5516357421875, 83.58242797851562, 110.11865234375]",False,,0.0,0.5354202945218178,0,class_confusion,Japan_009086.jpg,D20,D00
104,3,0.4900379478931427,"[357.0126647949219, 389.62884521484375, 388.65338134765625, 406.723876953125]","[357.0126647949219, 389.62884521484375, 31.640716552734375, 17.09503173828125]",False,,0.47143731951451207,0.47143731951451207,3,localization,Japan_001909.jpg,D40,D40
665,0,0.48937752842903137,"[348.24700927734375, 67.08003234863281, 370.78857421875, 110.4005355834961]","[348.24700927734375, 67.08003234863281, 22.54156494140625, 43.32050323486328]",False,,0.0,0.0,2,background_or_unlabeled,Japan_011156.jpg,D00,D20
371,1,0.48935869336128235,"[480.5014953613281, 510.396484375, 583.1847534179688, 535.15478515625]","[480.5014953613281, 510.396484375, 102.68325805664062, 24.75830078125]",False,,0.3894397959811613,0.3894397959811613,1,localization,Japan_006037.jpg,D10,D10
106,0,0.48892611265182495,"[5.075240135192871, 337.08343505859375, 204.88182067871094, 434.76654052734375]","[5.075240135192871, 337.08343505859375, 199.80658054351807, 97.68310546875]",False,,0.0,0.5070517461883585,1,class_confusion,Japan_001960.jpg,D00,D10
472,1,0.4886007308959961,"[423.26458740234375, 336.7164306640625, 599.54345703125, 418.5910339355469]","[423.26458740234375, 336.7164306640625, 176.27886962890625, 81.87460327148438]",False,,0.4583392096755408,0.4583392096755408,1,localization,Japan_007518.jpg,D10,D10
676,3,0.48857632279396057,"[489.2863464355469, 500.2038269042969, 541.1820068359375, 540.5761108398438]","[489.2863464355469, 500.2038269042969, 51.895660400390625, 40.372283935546875]",False,,0.12862338613219268,0.12862338613219268,3,localization,Japan_011328.jpg,D40,D40
448,1,0.4883441627025604,"[41.8966178894043, 315.98382568359375, 124.19466400146484, 334.2658996582031]","[41.8966178894043, 315.98382568359375, 82.29804611206055, 18.282073974609375]",False,,0.0,0.0014198460191088209,2,background_or_unlabeled,Japan_007228.jpg,D10,D20
412,2,0.4879511296749115,"[55.37388229370117, 446.6517333984375, 142.1543426513672, 483.6866149902344]","[55.37388229370117, 446.6517333984375, 86.78046035766602, 37.034881591796875]",False,,0.0,0.6624556094548651,0,class_confusion,Japan_006552.jpg,D20,D00
766,2,0.48793819546699524,"[17.60503578186035, 166.07276916503906, 597.7811279296875, 562.14404296875]","[17.60503578186035, 166.07276916503906, 580.1760921478271, 396.07127380371094]",False,,0.41592991790632095,0.41592991790632095,2,localization,Japan_012631.jpg,D20,D20
167,0,0.48743125796318054,"[215.66168212890625, 335.3777770996094, 232.46356201171875, 384.480224609375]","[215.66168212890625, 335.3777770996094, 16.8018798828125, 49.102447509765625]",False,,0.22803024461337418,0.22803024461337418,0,localization,Japan_002912.jpg,D00,D00
443,3,0.48742353916168213,"[294.449951171875, 938.8331909179688, 408.65362548828125, 982.4263305664062]","[294.449951171875, 938.8331909179688, 114.20367431640625, 43.5931396484375]",False,,0.0,0.12782419438327444,2,localization,Japan_007152.jpg,D40,D20
59,0,0.48735207319259644,"[253.77703857421875, 372.44659423828125, 375.7247009277344, 526.9608154296875]","[253.77703857421875, 372.44659423828125, 121.94766235351562, 154.51422119140625]",False,,0.2505251746917228,0.2505251746917228,0,localization,Japan_001086.jpg,D00,D00
611,0,0.48733893036842346,"[300.3304443359375, 504.48516845703125, 400.363525390625, 599.329833984375]","[300.3304443359375, 504.48516845703125, 100.0330810546875, 94.84466552734375]",False,,0.3264588005332728,0.3264588005332728,0,localization,Japan_010399.jpg,D00,D00
57,0,0.48713818192481995,"[244.19004821777344, 295.4665222167969, 261.0605773925781, 323.8873291015625]","[244.19004821777344, 295.4665222167969, 16.870529174804688, 28.420806884765625]",False,,0.19715215942472386,0.19715215942472386,0,localization,Japan_000999.jpg,D00,D00
340,1,0.4867849349975586,"[6.217467784881592, 488.8622741699219, 337.0679626464844, 534.2318725585938]","[6.217467784881592, 488.8622741699219, 330.8504948616028, 45.369598388671875]",False,,0.0,0.25317176722152585,2,localization,Japan_005471.jpg,D10,D20
659,1,0.4867749810218811,"[436.8894348144531, 562.8128662109375, 594.059326171875, 599.6576538085938]","[436.8894348144531, 562.8128662109375, 157.16989135742188, 36.84478759765625]",False,,0.0,0.0,2,background_or_unlabeled,Japan_011091.jpg,D10,D20
642,0,0.48629099130630493,"[434.39434814453125, 393.185791015625, 496.8582763671875, 569.5995483398438]","[434.39434814453125, 393.185791015625, 62.46392822265625, 176.41375732421875]",False,,0.0,0.0,2,background_or_unlabeled,Japan_010875.jpg,D00,D20
370,1,0.4851052165031433,"[468.5200500488281, 205.29931640625, 549.6301879882812, 225.3851318359375]","[468.5200500488281, 205.29931640625, 81.11013793945312, 20.0858154296875]",False,,0.1261037465863976,0.1261037465863976,1,localization,Japan_006034.jpg,D10,D10
107,1,0.48459288477897644,"[0.5466341972351074, 352.1265869140625, 92.22725677490234, 380.0487976074219]","[0.5466341972351074, 352.1265869140625, 91.68062257766724, 27.922210693359375]",False,,0.0,0.3056967400377231,2,localization,Japan_001971.jpg,D10,D20
322,3,0.4839082658290863,"[545.77783203125, 511.4734802246094, 597.3268432617188, 554.8681030273438]","[545.77783203125, 511.4734802246094, 51.54901123046875, 43.394622802734375]",False,,0.0,0.019632700528349215,2,background_or_unlabeled,Japan_005289.jpg,D40,D20
713,2,0.48369520902633667,"[275.88995361328125, 514.9489135742188, 320.6994323730469, 598.6887817382812]","[275.88995361328125, 514.9489135742188, 44.809478759765625, 83.7398681640625]",False,,0.0,0.505451179012705,0,class_confusion,Japan_011834.jpg,D20,D00
688,2,0.48338326811790466,"[147.44097900390625, 491.1900634765625, 227.17803955078125, 594.8302001953125]","[147.44097900390625, 491.1900634765625, 79.737060546875, 103.64013671875]",False,,0.0,0.32563081702790125,0,localization,Japan_011513.jpg,D20,D00
355,2,0.48162439465522766,"[67.49653625488281, 278.4261474609375, 570.623291015625, 537.3770751953125]","[67.49653625488281, 278.4261474609375, 503.1267547607422, 258.950927734375]",False,,0.5581973279265932,0.5581973279265932,2,duplicate,Japan_005705.jpg,D20,D20
422,3,0.4816083014011383,"[227.84747314453125, 548.8323364257812, 270.0752868652344, 569.762939453125]","[227.84747314453125, 548.8323364257812, 42.227813720703125, 20.93060302734375]",False,,0.0,0.015697325430694006,2,background_or_unlabeled,Japan_006861.jpg,D40,D20
207,0,0.4814596474170685,"[270.2939758300781, 481.52117919921875, 305.5284729003906, 599.9346313476562]","[270.2939758300781, 481.52117919921875, 35.2344970703125, 118.4134521484375]",False,,0.0,0.0,0,background_or_unlabeled,Japan_003576.jpg,D00,D00
135,2,0.481198251247406,"[122.76374053955078, 425.6863098144531, 312.43743896484375, 474.20037841796875]","[122.76374053955078, 425.6863098144531, 189.67369842529297, 48.514068603515625]",False,,0.3775547355515749,0.3775547355515749,2,localization,Japan_002421.jpg,D20,D20
709,0,0.48053285479545593,"[232.39817810058594, 475.5155334472656, 268.48822021484375, 574.6723022460938]","[232.39817810058594, 475.5155334472656, 36.09004211425781, 99.15676879882812]",False,,0.0,0.07823212211405968,2,background_or_unlabeled,Japan_011783.jpg,D00,D20
114,0,0.4804728329181671,"[267.794677734375, 451.42205810546875, 322.6550598144531, 598.094970703125]","[267.794677734375, 451.42205810546875, 54.860382080078125, 146.67291259765625]",False,,0.24116280833022474,0.24116280833022474,0,localization,Japan_002100.jpg,D00,D00
